word,normalized_word,phonetic_uk,phonetic_us,source,status,confidence,review_note,occurrence_count,sample_occurrences
tonight,tonight,/təˈnaɪt/,/təˈnaɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,12,北师大版/八年级上/Lesson 3|沪教版/八年级下/Unit 8|沪教版/九年级上/Unit 2|沪教版/九年级上/Unit 8|冀教版/七年级下/Unit 3
tons of,tonsof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/九年级上/Module 9
Tony,tony,/ˈtəʊni/,/ˈtoʊni/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级下/Unit 2
tool,tool,/ˈtuːl/,/ˈtuːl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,北师大版/八年级上/Lesson 3|沪教版/七年级下/Unit 7|沪教版/七年级下/Unit 8|沪外教版/八年级上/Unit 2|冀教版/八年级下/Unit 5
toolmaker,toolmaker,/ˈtuːlˌmeɪkə/,/ˈtuːlˌmeɪkər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级下/Unit 8
too many,toomany,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级下/Unit 1
too much,toomuch,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级下/Unit 4
to one's surprise,toonessurprise,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,译林版/八年级上/Unit 3|译林版/九年级上/Unit 4
tooth,tooth,/ˈtuːθ/,/ˈtuːθ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/七年级下/Unit 1|沪外教版/七年级下/Unit 8|科普版/七年级下/Unit 8|人教版/七年级上/Unit 6|译林版/七年级上/Unit 5
toothache,toothache,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,4,沪外教版/七年级上/Unit 4|冀教版/九年级全一册/Unit 1|科普版/八年级上/Unit 3|人教版/八年级下/Unit 2
toothpaste,toothpaste,/ˈtuːθˌpeɪst/,/ˈtuːθˌpeɪst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 3
too ..to,tooto,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,人教版/七年级下/Unit 4|译林版/七年级下/Unit 8
topic,topic,/ˈtɑːpɪk/,/ˈtɑːpɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪教版/七年级下/Unit 1|沪教版/七年级下/Unit 8|冀教版/七年级上/Unit 7|教科版/七年级上/Unit 7|科普版/八年级下/Unit 7
topping,topping,/ˈtɑːpɪŋ/,/ˈtɑːpɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/八年级下/Unit 2
tornado,tornado,/tɔːˈneɪˌdəʊ/,/tɔːrˈneɪˌdoʊ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 5
Toronto,toronto,/təˈɑːntəʊ/,/tərˈɑːntoʊ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/七年级下/Lesson 3|沪外教版/七年级上/Unit 8|沪外教版/九年级下/Book Vocabulary|冀教版/九年级全一册/Unit 2
to sb'ssurprise,tosbssurprise,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级下/Unit 8
to start with,tostartwith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,北师大版/九年级全一册/Unit 9|沪外教版/八年级下/Unit 3|人教版/九年级全一册/Unit 9
total,total,/ˈtəʊtəl/,/ˈtoʊtəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/七年级下/Lesson 3|冀教版/八年级上/Unit 5|科普版/八年级下/Unit 8|人教版/七年级上/Unit 7|人教版/九年级全一册/Unit 9
totally,totally,/ˈtəʊtəli/,/ˈtoʊtəli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/八年级上/Lesson 3|科普版/九年级上/Unit 3
touch,touch,/ˈtʌtʃ/,/ˈtʌtʃ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/八年级下/Lesson 3|北师大版/九年级全一册/Lesson 6|北师大版/九年级全一册/Unit 9|冀教版/八年级上/Unit 5|科普版/八年级上/Unit 4
touching,touching,/ˈtʌtʃɪŋ/,/ˈtʌtʃɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/七年级上/Unit 3
tough,tough,/ˈtʌf/,/ˈtʌf/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪教版/七年级下/Unit 7|沪教版/七年级下/Unit 8|冀教版/八年级下/Unit 3
tour,tour,/ˈtʊ/,/ˈtʊr/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/八年级上/Lesson 3|沪教版/八年级上/Unit 5|沪教版/八年级上/Unit 8|沪外教版/七年级上/Unit 1|冀教版/七年级上/Unit 8
tourism,tourism,/ˈtʊˌrɪzəm/,/ˈtʊˌrɪzəm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,科普版/九年级上/Unit 3|外研版/八年级下/Unit 1|译林版/八年级下/Unit 1
tourist,tourist,/ˈtʊrəst/,/ˈtʊrəst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/八年级下/Lesson 1|沪外教版/七年级下/Unit 2|冀教版/八年级下/Unit 1|科普版/八年级上/Unit 1|科普版/九年级上/Unit 3
tourist spot,touristspot,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/七年级上/Unit 6|沪教版/七年级上/Unit 8
towards,towards,/təˈwɔːdz/,/təˈwɔːrdz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/七年级下/Lesson 3|北师大版/九年级全一册/Unit 9|北师大版/九年级全一册/Unit 9|沪教版/八年级上/Unit 6|沪教版/八年级上/Unit 8
towel,towel,/ˈtaʊəl/,/ˈtaʊəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级下/Unit 2|科普版/八年级下/Unit 9
Tower,tower,/ˈtaʊə/,/ˈtaʊər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级下/Lesson 3|北师大版/七年级下/Unit 4|冀教版/七年级下/Unit 1|教科版/七年级下/Unit 1|科普版/八年级上/Unit 2
town,town,/ˈtaʊn/,/ˈtaʊn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,北师大版/七年级下/Lesson 1|沪教版/七年级上/Unit 3|沪教版/七年级上/Unit 8|沪外教版/七年级上/Unit 5|冀教版/七年级下/Unit 5
toxic,toxic,/ˈtɑːksɪk/,/ˈtɑːksɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 6
track,track,/ˈtræk/,/ˈtræk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/八年级下/Unit 8
trade,trade,/ˈtreɪd/,/ˈtreɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,13,北师大版/八年级上/Lesson 3|北师大版/九年级全一册/Unit 7|北师大版/九年级全一册/Unit 9|沪教版/七年级下/Unit 5|沪教版/七年级下/Unit 8
trader,trader,/ˈtreɪdə/,/ˈtreɪdər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,科普版/八年级下/Unit 9|科普版/九年级上/Unit 3
trading,trading,/ˈtreɪdɪŋ/,/ˈtreɪdɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级下/Unit 7
tradition,tradition,/trəˈdɪʃən/,/trəˈdɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/八年级上/Lesson 3|沪教版/七年级上/Unit 3|沪教版/七年级上/Unit 8|沪外教版/七年级上/Unit 8|冀教版/九年级全一册/Unit 8
traditional,traditional,/trəˈdɪʃənəl/,/trəˈdɪʃənəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/八年级上/Unit 6|沪外教版/七年级上/Unit 8|冀教版/七年级下/Unit 6|教科版/七年级下/Unit 6|科普版/七年级上/Unit 6
Traditional Chinese Medicine,traditionalchinesemedicine,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/七年级上/Lesson 3
traffc jam,traffcjam,/mo:r'auva/,/mo:r'auva/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/九年级全一册/Lesson 8
traffic,traffic,/ˈtræfɪk/,/ˈtræfɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/七年级下/Lesson 1|沪教版/八年级上/Unit 3|沪教版/八年级上/Unit 8|冀教版/七年级上/Unit 6|教科版/七年级上/Unit 6
trafficjam,trafficjam,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,北师大版/九年级全一册/Unit 9|沪教版/八年级上/Unit 8
tragedy,tragedy,/ˈtrædʒədi/,/ˈtrædʒədi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪外教版/九年级下/Unit 5|冀教版/九年级全一册/Unit 6|科普版/九年级下/Unit 6
trailer,trailer,/ˈtreɪlə/,/ˈtreɪlər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/七年级上/Unit 3
train,train,/ˈtreɪn/,/ˈtreɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级下/Lesson 3|译林版/八年级下/Unit 7
training,training,/ˈtreɪnɪŋ/,/ˈtreɪnɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,冀教版/八年级上/Unit 5|科普版/八年级上/Unit 1|科普版/九年级上/Unit 1|人教版/八年级上/Unit 8|译林版/八年级下/Unit 3
tranquil,tranquil,/ˈtræŋkwəl/,/ˈtræŋkwəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级下/Unit 6
transfer,transfer,/trænˈsfɜː/,/trænˈsfɜːr/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级下/Unit 7
translate,translate,/trænzˈleɪt/,/trænzˈleɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/八年级下/Lesson 1|科普版/八年级下/Unit 9|科普版/九年级上/Unit 3|人教版/九年级全一册/Unit 6|译林版/八年级上/Unit 3
translation,translation,/trænzˈleɪʃən/,/trænzˈleɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/八年级下/Lesson 3|沪教版/七年级下/Unit 3|沪教版/七年级下/Unit 8|科普版/八年级下/Unit 9
translator,translator,/trænˈsleɪtə/,/trænˈsleɪtər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级上/Unit 4
transport,transport,/trænˈspɔːt/,/trænˈspɔːrt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,沪教版/七年级下/Unit 4|沪教版/七年级下/Unit 8|科普版/八年级下/Unit 9|人教版/八年级上/Unit 7
transportation,transportation,/ˌtrænspəˈteɪʃən/,/ˌtrænspərˈteɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,冀教版/八年级上/Unit 6|科普版/七年级下/Unit 9|科普版/九年级上/Unit 1|人教版/九年级全一册/Unit 9
trap,trap,/ˈtræp/,/ˈtræp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 3
trapezoid,trapezoid,/traepizord/,/traepizord/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 5
traveler,traveler,/ˈtrævələ/,/ˈtrævələr/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级上/Unit 5
traveller,traveller,/ˈtrævələ/,/ˈtrævələr/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/九年级全一册/Lesson 1|北师大版/九年级全一册/Unit 9|人教版/八年级下/Unit 4|译林版/七年级上/Unit 8
treasure,treasure,/ˈtreʒə/,/ˈtreʒər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/九年级全一册/Unit 6|北师大版/九年级全一册/Unit 9|沪教版/七年级上/Unit 8|沪教版/七年级上/Unit 8|沪外教版/七年级上/Unit 5
treasure hunt,treasurehunt,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/八年级下/Unit 6|沪教版/八年级下/Unit 8|人教版/八年级上/Unit 2
Treasure Island《,treasureisland,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级下/Unit 7
treat,treat,/ˈtriːt/,/ˈtriːt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,19,北师大版/八年级上/Unit 2|北师大版/九年级全一册/Lesson 9|北师大版/九年级全一册/Unit 9|沪教版/七年级下/Unit 3|沪教版/七年级下/Unit 8
treatment,treatment,/ˈtriːtmənt/,/ˈtriːtmənt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪教版/八年级上/Unit 3|沪教版/八年级上/Unit 8|沪外教版/八年级上/Unit 6|科普版/九年级上/Unit 1|外研版/八年级下/Unit 4
treat oneself to sth.,treatoneselftosth,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/九年级上/Unit 8
Trent,trent,/ˈtrent/,/ˈtrent/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 9
trick,trick,/ˈtrɪk/,/ˈtrɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,人教版/七年级下/Unit 3|人教版/九年级全一册/Unit 8
trick sb. into doing sth.,tricksbintodoingsth,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/九年级上/Unit 8
trickster,trickster,/ˈtrɪkstə/,/ˈtrɪkstər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 5
tricky,tricky,/ˈtrɪki/,/ˈtrɪki/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 5
trip,trip,/ˈtrɪp/,/ˈtrɪp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级下/Lesson 1|沪外教版/七年级上/Unit 5|冀教版/七年级下/Unit 1|教科版/七年级下/Unit 1|科普版/七年级下/Unit 9
troop,troop,/ˈtruːp/,/ˈtruːp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级下/Unit 8
trouble,trouble,/ˈtrʌbəl/,/ˈtrʌbəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/八年级下/Lesson 3|沪外教版/八年级下/Unit 1|冀教版/七年级下/Unit 4|冀教版/九年级全一册/Unit 9|教科版/七年级下/Unit 4
troupe,troupe,/ˈtruːp/,/ˈtruːp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 5
truck,truck,/ˈtrʌk/,/ˈtrʌk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,北师大版/七年级下/Lesson 3|沪外教版/八年级下/Unit 8|冀教版/八年级下/Unit 2|科普版/八年级下/Unit 8|人教版/八年级下/Unit 5
true,true,/ˈtruː/,/ˈtruː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,北师大版/七年级下/Lesson 3|冀教版/七年级上/Unit 2|教科版/七年级上/Unit 2|科普版/七年级下/Unit 9|人教版/七年级下/Unit 8
truly,truly,/ˈtruːli/,/ˈtruːli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪教版/八年级下/Unit 2|沪教版/八年级下/Unit 8|沪外教版/七年级上/Unit 2|外研版/八年级上/Unit 1|译林版/八年级下/Unit 3
trumpet,trumpet,/ˈtrʌmpət/,/ˈtrʌmpət/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级上/Unit 2
trunk,trunk,/ˈtrʌŋk/,/ˈtrʌŋk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级下/Unit 1
trust,trust,/ˈtrʌst/,/ˈtrʌst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,沪教版/七年级上/Unit 1|沪教版/七年级上/Unit 8|沪教版/九年级上/Unit 2|沪教版/九年级上/Unit 8|冀教版/八年级下/Unit 2
truth,truth,/ˈtruːθ/,/ˈtruːθ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,12,沪教版/九年级上/Unit 1|沪教版/九年级上/Unit 8|沪外教版/七年级上/Unit 2|冀教版/七年级下/Unit 7|教科版/七年级下/Unit 7
try on,tryon,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/七年级下/Unit 7
try one’s best,tryonesbest,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪外教版/七年级上/Unit 4|人教版/八年级上/Unit 6|外研版/九年级下/Module 8
try out,tryout,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪外教版/八年级下/Unit 1|外研版/九年级上/Module 6
try out for sth,tryoutforsth,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级上/Unit 4
T-shirt,tshirt,/ˈtiːˌʃɜːt/,/ˈtiːˌʃɜːrt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/七年级下/Lesson 2|冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8|科普版/八年级上/Unit 5|人教版/七年级下/Unit 3
tsunami,tsunami,/tsuːˈnɑːmi/,/tsuːˈnɑːmi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,沪外教版/九年级上/Unit 6|冀教版/八年级下/Unit 8|人教版/八年级下/Unit 5|外研版/八年级上/Unit 6
Tuesday,tuesday,/ˈtuːzdi/,/ˈtuːzdi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级上/Lesson 3
tulip,tulip,/ˈtuːləp/,/ˈtuːləp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 3
tune,tune,/ˈtuːn/,/ˈtuːn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级下/Unit 6
tunnel,tunnel,/ˈtʌnəl/,/ˈtʌnəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/九年级上/Unit 5|科普版/七年级下/Unit 9
Turkey,turkey,/ˈtɜːki/,/ˈtɜːrki/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/七年级上/Unit 5
turn,turn,/ˈtɜːn/,/ˈtɜːrn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/七年级上/Unit 4
turn around,turnaround,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/七年级上/Unit 7|沪教版/七年级上/Unit 8|人教版/八年级上/Unit 2
turning,turning,/ˈtɜːnɪŋ/,/ˈtɜːrnɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/七年级下/Unit 9
turning point,turningpoint,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/九年级上/Unit 2|沪教版/九年级上/Unit 8
turn off,turnoff,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,4,北师大版/八年级下/Lesson 1|人教版/七年级下/Unit 2|人教版/九年级全一册/Unit 9|外研版/九年级上/Module 4
turn on,turnon,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级下/Unit 2
turn out,turnout,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/八年级下/Unit 7|沪教版/八年级下/Unit 8|译林版/九年级上/Unit 8
turn sth. over,turnsthover,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/九年级上/Unit 7|沪教版/九年级上/Unit 8
turn to somcbody for help,turntosomcbodyforhelp,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/七年级上/Unit 8
turn to somebody for help,turntosomebodyforhelp,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/七年级上/Unit 1
turtle,turtle,/ˈtɜːtəl/,/ˈtɜːrtəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 5
tweezers,tweezers,/ˈtwiːzəz/,/ˈtwiːzərz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 4
twelfth,twelfth,/ˈtwelfθ/,/ˈtwelfθ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/九年级上/Module 2
twentieth,twentieth,/ˈtwentiəθ/,/ˈtwentiəθ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/九年级上/Module 2
twice,twice,/ˈtwaɪs/,/ˈtwaɪs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,冀教版/七年级下/Unit 2|教科版/七年级下/Unit 2|科普版/八年级下/Unit 8|人教版/七年级下/Unit 3|译林版/八年级下/Unit 2
twin,twin,/ˈtwɪn/,/ˈtwɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,科普版/九年级上/Unit 3|人教版/七年级上/Unit 1|外研版/七年级下/Unit 3
Twitter,twitter,/ˈtwɪtə/,/ˈtwɪtər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 6
type,type,/ˈtaɪp/,/ˈtaɪp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,沪教版/七年级下/Unit 4|沪教版/七年级下/Unit 8|沪教版/八年级上/Unit 4|沪教版/八年级上/Unit 8|沪教版/九年级上/Unit 3
typewriter,typewriter,/ˈtaɪˌpraɪtə/,/ˈtaɪˌpraɪtər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
typhoon,typhoon,/ˌtaɪˈfuːn/,/ˌtaɪˈfuːn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,冀教版/八年级下/Unit 8|科普版/八年级下/Unit 9|人教版/八年级下/Unit 5
typical,typical,/ˈtɪpəkəl/,/ˈtɪpəkəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪教版/八年级下/Unit 5|沪教版/八年级下/Unit 8|科普版/九年级上/Unit 3
U.,u,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/七年级下/Unit 8
ubish,ubish,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/八年级上/Lesson 1
uess,uess,/ges/,/ges/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8
ugly,ugly,/ˈʌɡli/,/ˈʌɡli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪教版/八年级下/Unit 8|沪外教版/八年级上/Unit 8|冀教版/八年级下/Unit 2|冀教版/九年级全一册/Unit 3|科普版/八年级下/Unit 9
UK,uk,/ˌjuːˈkeɪ/,/ˌjuːˈkeɪ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,北师大版/七年级上/Lesson 3|人教版/七年级上/Unit 1|外研版/九年级上/Module 2
UK (the United Kingdom),uktheunitedkingdom,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/八年级上/Unit 5
UN,un,/ˈʌn/,/ˈʌn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级上/Unit 1
unable,unable,/əˈneɪbəl/,/əˈneɪbəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/九年级全一册/Unit 1|外研版/九年级上/Module 4
unbalanced,unbalanced,/ənˈbælənst/,/ənˈbælənst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级上/Unit 6
uncertain,uncertain,/ənˈsɜːtən/,/ənˈsɜːrtən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/八年级上/Unit 2
unchanged,unchanged,/ənˈtʃeɪndʒd/,/ənˈtʃeɪndʒd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级上/Lesson 1
unclean,unclean,/ənˈkliːn/,/ənˈkliːn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/八年级下/Unit 8
uncomfortable,uncomfortable,/ənˈkʌmfətəbəl/,/ənˈkʌmfərtəbəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/八年级上/Lesson 3|北师大版/九年级全一册/Unit 4|北师大版/九年级全一册/Unit 9|沪教版/八年级下/Unit 2|沪教版/八年级下/Unit 8
uncommon,uncommon,/ənˈkɑːmən/,/ənˈkɑːmən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 5
uncountable noun,uncountablenoun,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级上/Unit 1
uncrowded,uncrowded,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 3
underground,underground,/ˈʌndəˌɡraʊnd/,/ˈʌndərˌɡraʊnd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,沪外教版/七年级下/Unit 2|冀教版/七年级上/Unit 6|冀教版/九年级全一册/Unit 8|教科版/七年级上/Unit 6|科普版/七年级上/Unit 3
