word,normalized_word,chunks,phonics,rule_tags,status,confidence,review_note
surf,surf,s|ur|f,待复核|/ɜː/|/f/,letter:s|grapheme:ur|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
surface,surface,s|ur|f|a|c|e,待复核|/ɜː/|/f/|待复核|待复核|silent,letter:s|grapheme:ur|letter:f|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
surfboard,surfboard,s|ur|f|b|oa|r|d,待复核|/ɜː/|/f/|/b/|/əʊ/|/r/|/d/,letter:s|grapheme:ur|letter:f|letter:b|grapheme:oa|letter:r|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
surfer,surfer,s|ur|f|er,待复核|/ɜː/|/f/|/ə/,letter:s|grapheme:ur|letter:f|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
surfing,surfing,s|ur|f|i|ng,待复核|/ɜː/|/f/|待复核|/ŋ/,letter:s|grapheme:ur|letter:f|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
surprise,surprise,s|ur|p|r|i|s|e,待复核|/ɜː/|/p/|/r/|待复核|待复核|silent,letter:s|grapheme:ur|letter:p|letter:r|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
surprised,surprised,s|ur|p|r|i|s|e|d,待复核|/ɜː/|/p/|/r/|待复核|待复核|待复核|/d/,letter:s|grapheme:ur|letter:p|letter:r|letter:i|letter:s|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
surprising,surprising,s|ur|p|r|i|s|i|ng,待复核|/ɜː/|/p/|/r/|待复核|待复核|待复核|/ŋ/,letter:s|grapheme:ur|letter:p|letter:r|letter:i|letter:s|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
surprisingly,surprisingly,s|ur|p|r|i|s|i|ng|l|y,待复核|/ɜː/|/p/|/r/|待复核|待复核|待复核|/ŋ/|/l/|待复核,letter:s|grapheme:ur|letter:p|letter:r|letter:i|letter:s|letter:i|grapheme:ng|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
surprisingy,surprisingy,s|ur|p|r|i|s|i|ng|y,待复核|/ɜː/|/p/|/r/|待复核|待复核|待复核|/ŋ/|待复核,letter:s|grapheme:ur|letter:p|letter:r|letter:i|letter:s|letter:i|grapheme:ng|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
surround,surround,s|ur|r|ou|n|d,待复核|/ɜː/|/r/|待复核|/n/|/d/,letter:s|grapheme:ur|letter:r|grapheme:ou|letter:n|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
survey,survey,s|ur|v|e|y,待复核|/ɜː/|/v/|待复核|待复核,letter:s|grapheme:ur|letter:v|letter:e|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
survival,survival,s|ur|v|i|v|a|l,待复核|/ɜː/|/v/|待复核|/v/|待复核|/l/,letter:s|grapheme:ur|letter:v|letter:i|letter:v|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
survival kit,survivalkit,s|ur|v|i|v|a|l|k|i|t,待复核|/ɜː/|/v/|待复核|/v/|待复核|/l/|/k/|待复核|/t/,letter:s|grapheme:ur|letter:v|letter:i|letter:v|letter:a|letter:l|letter:k|letter:i|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
survive,survive,s|ur|v|i|v|e,待复核|/ɜː/|/v/|待复核|/v/|silent,letter:s|grapheme:ur|letter:v|letter:i|letter:v|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Susan,susan,s|u|s|a|n,待复核|待复核|待复核|待复核|/n/,letter:s|letter:u|letter:s|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
sushi,sushi,s|u|sh|i,待复核|待复核|/ʃ/|待复核,letter:s|letter:u|grapheme:sh|letter:i,needs_review,low,含多音字母或多音字母组合，需教研确认
swan,swan,s|w|a|n,待复核|/w/|待复核|/n/,letter:s|letter:w|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
sweat,sweat,s|w|ea|t,待复核|/w/|待复核|/t/,letter:s|letter:w|grapheme:ea|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
sweet,sweet,s|w|ee|t,待复核|/w/|/iː/|/t/,letter:s|letter:w|grapheme:ee|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
sweetly,sweetly,s|w|ee|t|l|y,待复核|/w/|/iː/|/t/|/l/|待复核,letter:s|letter:w|grapheme:ee|letter:t|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
sweetness,sweetness,s|w|ee|t|n|e|s|s,待复核|/w/|/iː/|/t/|/n/|待复核|待复核|待复核,letter:s|letter:w|grapheme:ee|letter:t|letter:n|letter:e|letter:s|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
swimmer,swimmer,s|w|i|m|m|er,待复核|/w/|待复核|/m/|/m/|/ə/,letter:s|letter:w|letter:i|letter:m|letter:m|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
swimming pool,swimmingpool,s|w|i|m|m|i|ng|p|oo|l,待复核|/w/|待复核|/m/|/m/|待复核|/ŋ/|/p/|待复核|/l/,letter:s|letter:w|letter:i|letter:m|letter:m|letter:i|grapheme:ng|letter:p|grapheme:oo|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
swimsuit,swimsuit,s|w|i|m|s|u|i|t,待复核|/w/|待复核|/m/|待复核|待复核|待复核|/t/,letter:s|letter:w|letter:i|letter:m|letter:s|letter:u|letter:i|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
swing,swing,s|w|i|ng,待复核|/w/|待复核|/ŋ/,letter:s|letter:w|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
Switzerland,switzerland,s|w|i|t|z|er|l|a|n|d,待复核|/w/|待复核|/t/|/z/|/ə/|/l/|待复核|/n/|/d/,letter:s|letter:w|letter:i|letter:t|letter:z|grapheme:er|letter:l|letter:a|letter:n|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
Sydney,sydney,s|y|d|n|e|y,待复核|待复核|/d/|/n/|待复核|待复核,letter:s|letter:y|letter:d|letter:n|letter:e|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
symbol,symbol,s|y|m|b|o|l,待复核|待复核|/m/|/b/|待复核|/l/,letter:s|letter:y|letter:m|letter:b|letter:o|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
symbolise,symbolise,s|y|m|b|o|l|i|s|e,待复核|待复核|/m/|/b/|待复核|/l/|待复核|待复核|silent,letter:s|letter:y|letter:m|letter:b|letter:o|letter:l|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
syrup,syrup,s|y|r|u|p,待复核|待复核|/r/|待复核|/p/,letter:s|letter:y|letter:r|letter:u|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
system,system,s|y|s|t|e|m,待复核|待复核|待复核|/t/|待复核|/m/,letter:s|letter:y|letter:s|letter:t|letter:e|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
table,table,t|a|b|l|e,/t/|待复核|/b/|/l/|silent,letter:t|letter:a|letter:b|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
tablecloth,tablecloth,t|a|b|l|e|c|l|o|th,/t/|待复核|/b/|/l/|待复核|待复核|/l/|待复核|待复核,letter:t|letter:a|letter:b|letter:l|letter:e|letter:c|letter:l|letter:o|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
table manners,tablemanners,t|a|b|l|e|m|a|n|n|er|s,/t/|待复核|/b/|/l/|待复核|/m/|待复核|/n/|/n/|/ə/|待复核,letter:t|letter:a|letter:b|letter:l|letter:e|letter:m|letter:a|letter:n|letter:n|grapheme:er|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
tablespoon,tablespoon,t|a|b|l|e|s|p|oo|n,/t/|待复核|/b/|/l/|待复核|待复核|/p/|待复核|/n/,letter:t|letter:a|letter:b|letter:l|letter:e|letter:s|letter:p|grapheme:oo|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
tablet,tablet,t|a|b|l|e|t,/t/|待复核|/b/|/l/|待复核|/t/,letter:t|letter:a|letter:b|letter:l|letter:e|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
table tennis,tabletennis,t|a|b|l|e|t|e|n|n|i|s,/t/|待复核|/b/|/l/|待复核|/t/|待复核|/n/|/n/|待复核|待复核,letter:t|letter:a|letter:b|letter:l|letter:e|letter:t|letter:e|letter:n|letter:n|letter:i|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
tai chi,taichi,t|ai|ch|i,/t/|/eɪ/|/tʃ/|待复核,letter:t|grapheme:ai|grapheme:ch|letter:i,needs_review,low,含多音字母或多音字母组合，需教研确认
taikonaut,taikonaut,t|ai|k|o|n|a|u|t,/t/|/eɪ/|/k/|待复核|/n/|待复核|待复核|/t/,letter:t|grapheme:ai|letter:k|letter:o|letter:n|letter:a|letter:u|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
tail,tail,t|ai|l,/t/|/eɪ/|/l/,letter:t|grapheme:ai|letter:l,candidate,medium,规则候选，需抽检后改为 reviewed
tailor,tailor,t|ai|l|or,/t/|/eɪ/|/l/|/ɔː/,letter:t|grapheme:ai|letter:l|grapheme:or,candidate,medium,规则候选，需抽检后改为 reviewed
take a break,takeabreak,t|a|k|ea|b|r|ea|k,/t/|待复核|/k/|待复核|/b/|/r/|待复核|/k/,letter:t|letter:a|letter:k|grapheme:ea|letter:b|letter:r|grapheme:ea|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
take a breath,takeabreath,t|a|k|ea|b|r|ea|th,/t/|待复核|/k/|待复核|/b/|/r/|待复核|待复核,letter:t|letter:a|letter:k|grapheme:ea|letter:b|letter:r|grapheme:ea|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
take action,takeaction,t|a|k|ea|c|t|i|o|n,/t/|待复核|/k/|待复核|待复核|/t/|待复核|待复核|/n/,letter:t|letter:a|letter:k|grapheme:ea|letter:c|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
take a deep breath,takeadeepbreath,t|a|k|ea|d|ee|p|b|r|ea|th,/t/|待复核|/k/|待复核|/d/|/iː/|/p/|/b/|/r/|待复核|待复核,letter:t|letter:a|letter:k|grapheme:ea|letter:d|grapheme:ee|letter:p|letter:b|letter:r|grapheme:ea|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
take a look at,takealookat,t|a|k|ea|l|oo|k|a|t,/t/|待复核|/k/|待复核|/l/|待复核|/k/|待复核|/t/,letter:t|letter:a|letter:k|grapheme:ea|letter:l|grapheme:oo|letter:k|letter:a|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
take a message,takeamessage,t|a|k|ea|m|e|s|s|a|g|e,/t/|待复核|/k/|待复核|/m/|待复核|待复核|待复核|待复核|待复核|silent,letter:t|letter:a|letter:k|grapheme:ea|letter:m|letter:e|letter:s|letter:s|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
take .apart,takeapart,t|a|k|ea|p|ar|t,/t/|待复核|/k/|待复核|/p/|/ɑː/|/t/,letter:t|letter:a|letter:k|grapheme:ea|letter:p|grapheme:ar|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
take a photo,takeaphoto,t|a|k|ea|ph|o|t|o,/t/|待复核|/k/|待复核|/f/|待复核|/t/|待复核,letter:t|letter:a|letter:k|grapheme:ea|grapheme:ph|letter:o|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
take a seat,takeaseat,t|a|k|ea|s|ea|t,/t/|待复核|/k/|待复核|待复核|待复核|/t/,letter:t|letter:a|letter:k|grapheme:ea|letter:s|grapheme:ea|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
take a shower,takeashower,t|a|k|ea|sh|ow|er,/t/|待复核|/k/|待复核|/ʃ/|待复核|/ə/,letter:t|letter:a|letter:k|grapheme:ea|grapheme:sh|grapheme:ow|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
take atrip,takeatrip,t|a|k|ea|t|r|i|p,/t/|待复核|/k/|待复核|/t/|/r/|待复核|/p/,letter:t|letter:a|letter:k|grapheme:ea|letter:t|letter:r|letter:i|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
take a vacation,takeavacation,t|a|k|ea|v|a|c|a|t|i|o|n,/t/|待复核|/k/|待复核|/v/|待复核|待复核|待复核|/t/|待复核|待复核|/n/,letter:t|letter:a|letter:k|grapheme:ea|letter:v|letter:a|letter:c|letter:a|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
take a walk,takeawalk,t|a|k|ea|w|a|l|k,/t/|待复核|/k/|待复核|/w/|待复核|/l/|/k/,letter:t|letter:a|letter:k|grapheme:ea|letter:w|letter:a|letter:l|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
take away,takeaway,t|a|k|ea|w|ay,/t/|待复核|/k/|待复核|/w/|/eɪ/,letter:t|letter:a|letter:k|grapheme:ea|letter:w|grapheme:ay,needs_review,low,含多音字母或多音字母组合，需教研确认
take back,takeback,t|a|k|e|b|a|ck,/t/|待复核|/k/|待复核|/b/|待复核|/k/,letter:t|letter:a|letter:k|letter:e|letter:b|letter:a|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
take care(,takecare,t|a|k|e|c|are,/t/|待复核|/k/|待复核|待复核|/eə/,letter:t|letter:a|letter:k|letter:e|letter:c|grapheme:are,needs_review,low,含多音字母或多音字母组合，需教研确认
take care of,takecareof,t|a|k|e|c|are|o|f,/t/|待复核|/k/|待复核|待复核|/eə/|待复核|/f/,letter:t|letter:a|letter:k|letter:e|letter:c|grapheme:are|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
take control of,takecontrolof,t|a|k|e|c|o|n|t|r|o|l|o|f,/t/|待复核|/k/|待复核|待复核|待复核|/n/|/t/|/r/|待复核|/l/|待复核|/f/,letter:t|letter:a|letter:k|letter:e|letter:c|letter:o|letter:n|letter:t|letter:r|letter:o|letter:l|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
take.. for example,takeforexample,t|a|k|e|f|or|e|x|a|m|p|l|e,/t/|待复核|/k/|待复核|/f/|/ɔː/|待复核|/ks/|待复核|/m/|/p/|/l/|silent,letter:t|letter:a|letter:k|letter:e|letter:f|grapheme:or|letter:e|letter:x|letter:a|letter:m|letter:p|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
take in,takein,t|a|k|e|i|n,/t/|待复核|/k/|待复核|待复核|/n/,letter:t|letter:a|letter:k|letter:e|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
take measures to do sth.,takemeasurestodosth,t|a|k|e|m|ea|s|ur|e|s|t|o|d|o|s|th,/t/|待复核|/k/|待复核|/m/|待复核|待复核|/ɜː/|待复核|待复核|/t/|待复核|/d/|待复核|待复核|待复核,letter:t|letter:a|letter:k|letter:e|letter:m|grapheme:ea|letter:s|grapheme:ur|letter:e|letter:s|letter:t|letter:o|letter:d|letter:o|letter:s|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
take notes,takenotes,t|a|k|e|n|o|t|e|s,/t/|待复核|/k/|待复核|/n/|待复核|/t/|待复核|待复核,letter:t|letter:a|letter:k|letter:e|letter:n|letter:o|letter:t|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
take notice of,takenoticeof,t|a|k|e|n|o|t|i|c|e|o|f,/t/|待复核|/k/|待复核|/n/|待复核|/t/|待复核|待复核|待复核|待复核|/f/,letter:t|letter:a|letter:k|letter:e|letter:n|letter:o|letter:t|letter:i|letter:c|letter:e|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
take off,takeoff,t|a|k|e|o|f|f,/t/|待复核|/k/|待复核|待复核|/f/|/f/,letter:t|letter:a|letter:k|letter:e|letter:o|letter:f|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
take one's eyes off something,takeoneseyesoffsomething,t|a|k|e|o|n|e|s|e|y|e|s|o|f|f|s|o|m|e|th|i|ng,/t/|待复核|/k/|待复核|待复核|/n/|待复核|待复核|待复核|待复核|待复核|待复核|待复核|/f/|/f/|待复核|待复核|/m/|待复核|待复核|待复核|/ŋ/,letter:t|letter:a|letter:k|letter:e|letter:o|letter:n|letter:e|letter:s|letter:e|letter:y|letter:e|letter:s|letter:o|letter:f|letter:f|letter:s|letter:o|letter:m|letter:e|grapheme:th|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
take over,takeover,t|a|k|e|o|v|er,/t/|待复核|/k/|待复核|待复核|/v/|/ə/,letter:t|letter:a|letter:k|letter:e|letter:o|letter:v|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
take part,takepart,t|a|k|e|p|ar|t,/t/|待复核|/k/|待复核|/p/|/ɑː/|/t/,letter:t|letter:a|letter:k|letter:e|letter:p|grapheme:ar|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
take part in,takepartin,t|a|k|e|p|ar|t|i|n,/t/|待复核|/k/|待复核|/p/|/ɑː/|/t/|待复核|/n/,letter:t|letter:a|letter:k|letter:e|letter:p|grapheme:ar|letter:t|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
take photos,takephotos,t|a|k|e|ph|o|t|o|s,/t/|待复核|/k/|待复核|/f/|待复核|/t/|待复核|待复核,letter:t|letter:a|letter:k|letter:e|grapheme:ph|letter:o|letter:t|letter:o|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
take place,takeplace,t|a|k|e|p|l|a|c|e,/t/|待复核|/k/|待复核|/p/|/l/|待复核|待复核|silent,letter:t|letter:a|letter:k|letter:e|letter:p|letter:l|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
take pride in •…,takepridein,t|a|k|e|p|r|i|d|e|i|n,/t/|待复核|/k/|待复核|/p/|/r/|待复核|/d/|待复核|待复核|/n/,letter:t|letter:a|letter:k|letter:e|letter:p|letter:r|letter:i|letter:d|letter:e|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
take sb's breath away,takesbsbreathaway,t|a|k|e|s|b|s|b|r|ea|th|a|w|ay,/t/|待复核|/k/|待复核|待复核|/b/|待复核|/b/|/r/|待复核|待复核|待复核|/w/|/eɪ/,letter:t|letter:a|letter:k|letter:e|letter:s|letter:b|letter:s|letter:b|letter:r|grapheme:ea|grapheme:th|letter:a|letter:w|grapheme:ay,needs_review,low,含多音字母或多音字母组合，需教研确认
take sb's temperature,takesbstemperature,t|a|k|e|s|b|s|t|e|m|p|er|a|t|ur|e,/t/|待复核|/k/|待复核|待复核|/b/|待复核|/t/|待复核|/m/|/p/|/ə/|待复核|/t/|/ɜː/|silent,letter:t|letter:a|letter:k|letter:e|letter:s|letter:b|letter:s|letter:t|letter:e|letter:m|letter:p|grapheme:er|letter:a|letter:t|grapheme:ur|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
take somebody's place,takesomebodysplace,t|a|k|e|s|o|m|e|b|o|d|y|s|p|l|a|c|e,/t/|待复核|/k/|待复核|待复核|待复核|/m/|待复核|/b/|待复核|/d/|待复核|待复核|/p/|/l/|待复核|待复核|silent,letter:t|letter:a|letter:k|letter:e|letter:s|letter:o|letter:m|letter:e|letter:b|letter:o|letter:d|letter:y|letter:s|letter:p|letter:l|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
take the lead,takethelead,t|a|k|e|th|e|l|ea|d,/t/|待复核|/k/|待复核|待复核|待复核|/l/|待复核|/d/,letter:t|letter:a|letter:k|letter:e|grapheme:th|letter:e|letter:l|grapheme:ea|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
take the place of,taketheplaceof,t|a|k|e|th|e|p|l|a|c|e|o|f,/t/|待复核|/k/|待复核|待复核|待复核|/p/|/l/|待复核|待复核|待复核|待复核|/f/,letter:t|letter:a|letter:k|letter:e|grapheme:th|letter:e|letter:p|letter:l|letter:a|letter:c|letter:e|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
take turns,taketurns,t|a|k|e|t|ur|n|s,/t/|待复核|/k/|待复核|/t/|/ɜː/|/n/|待复核,letter:t|letter:a|letter:k|letter:e|letter:t|grapheme:ur|letter:n|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
take up(,takeup,t|a|k|e|u|p,/t/|待复核|/k/|待复核|待复核|/p/,letter:t|letter:a|letter:k|letter:e|letter:u|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
Taklimakan,taklimakan,t|a|k|l|i|m|a|k|a|n,/t/|待复核|/k/|/l/|待复核|/m/|待复核|/k/|待复核|/n/,letter:t|letter:a|letter:k|letter:l|letter:i|letter:m|letter:a|letter:k|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
tale,tale,t|a|l|e,/t/|待复核|/l/|silent,letter:t|letter:a|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
talent,talent,t|a|l|e|n|t,/t/|待复核|/l/|待复核|/n/|/t/,letter:t|letter:a|letter:l|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
talented,talented,t|a|l|e|n|t|e|d,/t/|待复核|/l/|待复核|/n/|/t/|待复核|/d/,letter:t|letter:a|letter:l|letter:e|letter:n|letter:t|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
talent show,talentshow,t|a|l|e|n|t|sh|ow,/t/|待复核|/l/|待复核|/n/|/t/|/ʃ/|待复核,letter:t|letter:a|letter:l|letter:e|letter:n|letter:t|grapheme:sh|grapheme:ow,needs_review,low,含多音字母或多音字母组合，需教研确认
talk back,talkback,t|a|l|k|b|a|ck,/t/|待复核|/l/|/k/|/b/|待复核|/k/,letter:t|letter:a|letter:l|letter:k|letter:b|letter:a|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
tally,tally,t|a|l|l|y,/t/|待复核|/l/|/l/|待复核,letter:t|letter:a|letter:l|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
tap,tap,t|a|p,/t/|待复核|/p/,letter:t|letter:a|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
tape,tape,t|a|p|e,/t/|待复核|/p/|silent,letter:t|letter:a|letter:p|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Tarana,tarana,t|ar|a|n|a,/t/|/ɑː/|待复核|/n/|待复核,letter:t|grapheme:ar|letter:a|letter:n|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
task,task,t|a|s|k,/t/|待复核|待复核|/k/,letter:t|letter:a|letter:s|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
Tasmania,tasmania,t|a|s|m|a|n|i|a,/t/|待复核|待复核|/m/|待复核|/n/|待复核|待复核,letter:t|letter:a|letter:s|letter:m|letter:a|letter:n|letter:i|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
taste,taste,t|a|s|t|e,/t/|待复核|待复核|/t/|silent,letter:t|letter:a|letter:s|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
tasty,tasty,t|a|s|t|y,/t/|待复核|待复核|/t/|待复核,letter:t|letter:a|letter:s|letter:t|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
Taylor,taylor,t|ay|l|or,/t/|/eɪ/|/l/|/ɔː/,letter:t|grapheme:ay|letter:l|grapheme:or,candidate,medium,规则候选，需抽检后改为 reviewed
teach,teach,t|ea|ch,/t/|待复核|/tʃ/,letter:t|grapheme:ea|grapheme:ch,needs_review,low,含多音字母或多音字母组合，需教研确认
teaching building,teachingbuilding,t|ea|ch|i|ng|b|u|i|l|d|i|ng,/t/|待复核|/tʃ/|待复核|/ŋ/|/b/|待复核|待复核|/l/|/d/|待复核|/ŋ/,letter:t|grapheme:ea|grapheme:ch|letter:i|grapheme:ng|letter:b|letter:u|letter:i|letter:l|letter:d|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
teahouse,teahouse,t|ea|h|ou|s|e,/t/|待复核|/h/|待复核|待复核|silent,letter:t|grapheme:ea|letter:h|grapheme:ou|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
team,team,t|ea|m,/t/|待复核|/m/,letter:t|grapheme:ea|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
teammate,teammate,t|ea|m|m|a|t|e,/t/|待复核|/m/|/m/|待复核|/t/|silent,letter:t|grapheme:ea|letter:m|letter:m|letter:a|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
teamwork,teamwork,t|ea|m|w|or|k,/t/|待复核|/m/|/w/|/ɔː/|/k/,letter:t|grapheme:ea|letter:m|letter:w|grapheme:or|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
teapot,teapot,t|ea|p|o|t,/t/|待复核|/p/|待复核|/t/,letter:t|grapheme:ea|letter:p|letter:o|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
tear,tear,t|ear,/t/|待复核,letter:t|grapheme:ear,needs_review,low,含多音字母或多音字母组合，需教研确认
technique,technique,t|e|ch|n|i|qu|e,/t/|待复核|/tʃ/|/n/|待复核|/kw/|silent,letter:t|letter:e|grapheme:ch|letter:n|letter:i|grapheme:qu|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
technological development,technologicaldevelopment,t|e|ch|n|o|l|o|g|i|c|a|l|d|e|v|e|l|o|p|m|e|n|t,/t/|待复核|/tʃ/|/n/|待复核|/l/|待复核|待复核|待复核|待复核|待复核|/l/|/d/|待复核|/v/|待复核|/l/|待复核|/p/|/m/|待复核|/n/|/t/,letter:t|letter:e|grapheme:ch|letter:n|letter:o|letter:l|letter:o|letter:g|letter:i|letter:c|letter:a|letter:l|letter:d|letter:e|letter:v|letter:e|letter:l|letter:o|letter:p|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
technology,technology,t|e|ch|n|o|l|o|g|y,/t/|待复核|/tʃ/|/n/|待复核|/l/|待复核|待复核|待复核,letter:t|letter:e|grapheme:ch|letter:n|letter:o|letter:l|letter:o|letter:g|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
teen,teen,t|ee|n,/t/|/iː/|/n/,letter:t|grapheme:ee|letter:n,candidate,medium,规则候选，需抽检后改为 reviewed
teenage,teenage,t|ee|n|a|g|e,/t/|/iː/|/n/|待复核|待复核|silent,letter:t|grapheme:ee|letter:n|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
teenager,teenager,t|ee|n|a|g|er,/t/|/iː/|/n/|待复核|待复核|/ə/,letter:t|grapheme:ee|letter:n|letter:a|letter:g|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
telegram,telegram,t|e|l|e|g|r|a|m,/t/|待复核|/l/|待复核|待复核|/r/|待复核|/m/,letter:t|letter:e|letter:l|letter:e|letter:g|letter:r|letter:a|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
telegraph,telegraph,t|e|l|e|g|r|a|ph,/t/|待复核|/l/|待复核|待复核|/r/|待复核|/f/,letter:t|letter:e|letter:l|letter:e|letter:g|letter:r|letter:a|grapheme:ph,needs_review,low,含多音字母或多音字母组合，需教研确认
